num_consumers,num_goods,type_market,noise_factor,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03817187342622658,6203765,15,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03817187342622658,6730144,12,1,2
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,4023052,18,0,2
5,5,preferred_good_distribution,1.0,0.05,0.03809542512855401,6203765,13,1,2
5,5,preferred_good_distribution,2.0,0.2,0.15268292528538827,461475,15,0,0
5,5,preferred_good_distribution,2.0,0.2,0.15104971221961536,265700,20,0,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,388762,10,8,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,344010,18,0,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,411136,10,6,2
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,383166,15,1,2
5,5,preferred_good_distribution,2.0,0.2,0.15237714124404972,439101,15,0,1
5,5,preferred_good_distribution,2.0,0.2,0.1535471249943011,584534,11,1,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,355198,16,2,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,383168,11,7,0
5,5,preferred_good_distribution,2.0,0.2,0.15237714124404972,478257,12,1,3
5,5,preferred_good_distribution,2.0,0.2,0.15326741537940075,562160,11,1,1
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,427917,9,6,3
5,5,preferred_good_distribution,2.0,0.2,0.15268292528538827,461475,15,0,0
5,5,preferred_good_distribution,2.0,0.2,0.1517356315194633,383168,11,7,0
5,5,preferred_good_distribution,2.0,0.15,0.11495345159128423,999335,11,1,1
5,5,preferred_good_distribution,2.0,0.15,0.1145150729994529,1019224,7,2,6
5,5,preferred_good_distribution,2.0,0.15,0.1145150729994529,939674,11,0,4
5,5,preferred_good_distribution,2.0,0.15,0.11380458481255143,611535,18,0,0
5,5,preferred_good_distribution,2.0,0.15,0.1145150729994529,939675,9,3,3
5,5,preferred_good_distribution,2.0,0.15,0.11380458481255143,671197,16,0,2
5,5,preferred_good_distribution,2.0,0.15,0.11380458481255143,631423,16,2,0
5,5,preferred_good_distribution,2.0,0.15,0.11428572920249264,880014,9,4,3
5,5,preferred_good_distribution,2.0,0.15,0.1147375163071748,959561,11,1,2
5,5,preferred_good_distribution,2.0,0.15,0.1157589021841513,1407023,2,2,5
5,5,preferred_good_distribution,2.0,0.15,0.11536721016786475,1108714,10,1,0
5,5,preferred_good_distribution,2.0,0.15,0.11380458481255143,631423,16,2,0
5,5,preferred_good_distribution,2.0,0.15,0.1147375163071748,979449,9,3,2
5,5,preferred_good_distribution,2.0,0.15,0.11495345159128423,999335,11,1,1
5,5,preferred_good_distribution,2.0,0.15,0.1145150729994529,889957,10,4,1
5,5,preferred_good_distribution,2.0,0.1,0.07552654394809936,1107476,18,2,0
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,1823412,14,0,2
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,1778666,14,1,1
5,5,preferred_good_distribution,2.0,0.1,0.07552654394809936,1062730,20,0,0
5,5,preferred_good_distribution,2.0,0.1,0.07586951126252559,1375952,18,0,0
5,5,preferred_good_distribution,2.0,0.1,0.07552654394809936,1196968,18,0,2
5,5,preferred_good_distribution,2.0,0.1,0.07552654394809936,1062730,20,0,0
5,5,preferred_good_distribution,2.0,0.1,0.07619027329308588,2047142,10,1,5
